work_key	title	author_name	first_publish_year	canonical	htid_count	pd_count	sample_htids	matched_title	matched_author	source
OL11785563W	Contact	Elliot White Springs	1930	0	13	0	cub.u183019816400|mdp.39015056068029|mdp.39015071421344	Contact		hathifiles_title
OL6713414W	The noble savage	Doreen Eileen Agnew Wallace	1945	0	2	0	osu.32435067350769|osu.32435067350819	The Noble savage.		hathifiles_title
OL27244253W	New South	Horatio M. Bennett	1922	0	33	0	uva.x000890374|uva.x001980573|uva.x001980571	New South.		hathifiles_title
OL17853028W	In the palace of the king	Crawford, F. Marion	1900	0	17	17	mdp.39015059394422|nyp.33433074816905|uc1.b3548225	In the palace of the king; a love story of old Madrid / by F	Crawford, F. Marion 1854-1909.	hathifiles_title
OL17704473W	In the palace of the king	Crawford, F. Marion	1914	0	3	3	mdp.39015059394422|wu.89099777518|osu.32435017802026	In the palace of the king; a love story of old Madrid / by F	Crawford, F. Marion 1854-1909.	hathifiles_title
OL43460601W	The black arrow	Robert Louis Stevenson	1905	0	24	24	hvd.hn6iwg|mdp.39015063760493|mdp.39015008100045	The black arrow : a tale of the two roses / by Robert Louis 	Stevenson, Robert Louis, 1850-1894	hathifiles_title
OL32090789W	Daddy Darwin's dovecot	Juliana Horatia Gatty Ewing	1885	0	2	2	mdp.39015063976545|osu.32435008268393	Daddy Darwin's dovecot : a country tale / by Juliana Horatia	Ewing, Juliana Horatia, 1841-1885.	hathifiles_title
OL42860024W	The lady or the tiger	Frank R. Stockton	1908	0	2	2	umn.319510021052603|mdp.39015063956778	The lady or the tiger : and other stories / by Frank R. Stoc	Stockton, Frank R., 1834-1902.	hathifiles_title
OL32092238W	The Adopted son		1892	0	3	3	nyp.33433111608513|mdp.39015063524089|loc.ark:/13960/t51g1bj8v	The adopted son; a play in four acts, by Bertha Hurwitz.	Hurwitz, Bertha.	hathifiles_title
OL36771561W	Polly Oliver's problem	Kate Douglas Wiggin	1894	0	14	14	nc01.ark:/13960/t6pz6br4h|uc2.ark:/13960/t5x63bx3f|mdp.39015063958980	Polly Oliver's problem; a story for girls, by Kate Douglas W	Wiggin, Kate Douglas Smith, 1856-1923.	hathifiles_title
OL12795W	O Pioneers!	Willa Cather	1913	0	11	8	uc2.ark:/13960/t0zp3ww0x|uc1.$b516037|nyp.33433111596684	O pioneers! / by Willa Sibert Cather.	Cather, Willa, 1873-1947.	hathifiles_title
OL465745W	The big wheel	Brooks, John	1949	0	1	0	mdp.39015030947710	The big wheel.	Brooks, John, 1920-1993.	hathifiles_title
OL37799152W	The House with the Green Shutters	George Douglas Brown	1927	0	4	1	mdp.39015088423309|pst.000006657086|pst.000063902747	The house with the green shutters / by George Douglas [pseud	Brown, George Douglas, 1869-1902.	hathifiles_title
OL34076689W	Ring and the Book	Browning, Robert	1917	0	9	6	mdp.39015004729441|mdp.39015004721018|mdp.39015004721034	The ring and the book / by Robert Browning; with an introduc	Browning, Robert, 1812-1889.	hathifiles_title
OL24773482W	Unveiled Mysteries	Godfré Ray King	1934	0	1	1	mdp.39015011439455	Unveiled mysteries / by Godfré Ray King [pseudonym]	King, Godfré Ray, 1878-1939.	hathifiles_title
OL42483319W	The mother	Pearl S. Buck	1934	0	4	3	mdp.39015035366403|uc1.32106002092861|uva.x030833206	The mother / by Pearl S. Buck.	Buck, Pearl S. 1892-1973.	hathifiles_title
OL42216597W	Sons	Pearl S. Buck	1932	0	2	0	mdp.39015002613381|uc1.b3552942	Sons.	Buck, Pearl S. 1892-1973.	hathifiles_title
OL26312059W	Thousand Deaths of Mr Small	Gerald Kersh	1950	0	1	0	mdp.39015016435482	The thousand deaths of Mr. Small.	Kersh, Gerald, 1911-1968.	hathifiles_title
OL10302790W	Anna Livia Plurabelle	Joyce, James	1932	0	1	0	mdp.39015005158988	Anna Livia Plurabelle; the making of a chapter / Edited with	Joyce, James, 1882-1941.	hathifiles_title
OL18397340W	They that take the sword	Nicholas Kalashnikoff	1939	0	3	0	uc1.$b56836|mdp.39015030699618|uc1.b3688026	They that take the sword- / Nicholas Kalashnikoff.	Kalashnikoff, Nicholas.	hathifiles_title
OL16049196W	Bride of fortune	Harnett Thomas Kane	1948	0	2	0	uc1.$b103881|mdp.39015025120109	Bride of fortune : a novel based on the life of Mrs. Jeffers	Kane, Harnett T. 1910-1984.	hathifiles_title
OL240467W	The Life and Death of Richard Yea-and-Nay	Hewlett, Maurice Henry	1900	0	18	18	mdp.39015031297982|hvd.hwk9vh|hvd.hwk9vg	The life and death of Richard Yea-and-Nay / by Maurice Hewle	Hewlett, Maurice, 1861-1923.	hathifiles_title
OL44461696W	Tales of the Pampas	Hudson, W. H.	1926	0	4	3	mdp.39015002387473|mdp.49015000982844|uc1.$b144634	Tales of the pampas / by W. H. Hudson.	Hudson, W. H. 1841-1922.	hathifiles_title
OL253728W	Ghost Stories of an Antiquary	James, M. R.	1904	0	2	1	mdp.39015010447350|wu.89087663902	Ghost-stories of an antiquary.	James, M. R. 1862-1936.	hathifiles_title
OL4187351W	Crime at Christmas	C. H. B. Kitchin	1934	0	1	0	mdp.39015005618775	Crime at Christmas / [by] C. H. B. Kitchin.	Kitchin, C. H. B. 1895-1967.	hathifiles_title
OL20165W	Puck of Pook's Hill	Kipling, Rudyard	1900	0	16	16	mdp.39015000623473|uc2.ark:/13960/t9f47v19g|uc1.b4104981	Puck of Pook's Hill / by Rudyard Kipling.	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL4888362W	Captain Scraggs	Peter B. Kyne	1919	0	4	4	hvd.hnqphk|uc2.ark:/13960/t3jw8738p|mdp.39015030700671	Captain Scraggs : or, The green-pea pirates / by Peter B. Ky	Kyne, Peter B. 1880-1957	hathifiles_title
OL19849W	Child stories	Kipling, Rudyard	1899	0	1	1	mdp.39015031243119	Child stories / By Rudyard Kipling. Being a collection of st	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL43654804W	Soldiers three	Kipling, Rudyard	1900	0	27	27	mdp.39015010744301|mdp.39015038929306|inu.32000005539723	Soldiers three / by Rudyard Kipling.	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL44238347W	The jungle book	Kipling, Rudyard	1908	0	8	7	mdp.39015015357935|mdp.39015003874073|mdp.39015005158715	The jungle book, / by Rudyard Kipling.	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL32278230W	Traffics and discoveries	Kipling, Rudyard	1911	0	9	9	mdp.39015014291531|mdp.39015014776317|coo1.ark:/13960/t5q81w07z	Traffics and discoveries / by Rudyard Kipling.	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL43885205W	The light that failed	Kipling, Rudyard	1894	0	34	33	mdp.39015015407680|nyp.33433112048388|mdp.39015000622236	The light that failed / by Rudyard Kipling.	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL29342699W	Thieves in the Night	Koestler, Arthur	1946	0	5	0	mdp.39015000626559|mdp.39015000626500|mdp.39015000626518	Thieves in the night; chronicle of an experiment / by Arthur	Koestler, Arthur, 1905-1983.	hathifiles_title
OL7501578W	The pea-pickers	Eve Maria Langley	1942	0	1	0	mdp.39015000628662	The pea-pickers.	Langley, Eve.	hathifiles_title
OL27447463W	Schoolboy Johnson	John R. Tunis	1924	0	1	0	mdp.39015027614232	Schoolboy Johnson.	Tunis, John Roberts, 1889-1975.	hathifiles_title
OL17654595W	The time	H. B. Magill	1908	0	430	47	uva.x001817657|uva.x002608803|uva.x000266303	Time.		hathifiles_title
OL5204218W	Cross currents	Kate Mayhew Speake Penney	1938	0	4	0	pur1.32754074592027|uiug.30112013698193|uiug.30112013698540	Cross currents.		hathifiles_title
OL14848051W	Skyscraper	Faith Baldwin	1931	0	1	1	mdp.39015026001191	The Skyscraper / from Fortune.		hathifiles_title
OL18444297W	The Subaltern	G. R. Gleig	1915	0	1	1	mdp.39015026127707	The subaltern / by G. R. Gleig.	Gleig, G. R. 1796-1888.	hathifiles_title
OL29276569W	Wolves against the moon	Altrocchi, Julia	1940	0	2	2	mdp.39015013244929|mdp.39015071585312	Wolves against the moon.	Altrocchi, Julia Cooley, 1893-1972.	hathifiles_title
OL1164821W	Complete stories	Caldwell, Erskine	1941	0	2	0	mdp.39015010218744|mdp.39015063922374	Complete stories.	Caldwell, Erskine, 1903-1987.	hathifiles_title
OL24432158W	Old Creole days	George Washington Cable	1883	0	20	20	miun.acr4289.0001.001|mdp.39015066052138|mdp.39015010554916	Old Creole days : a story of creole life / by George W. Cabl	Cable, George Washington, 1844-1925.	hathifiles_title
OL3480735W	Mildred Pierce	James M. Cain	1941	0	3	0	mdp.39015057934351|uc1.b3826723|uiug.30112002422597	Mildred Pierce.	Cain, James M. 1892-1977.	hathifiles_title
OL6585796W	Jurgen	James Branch Cabell	1919	0	14	14	mdp.39015029408682|mdp.39015013429249|uc2.ark:/13960/t8cf9kp28	Jurgen: a comedy of justice / by James Branch Cabell.	Cabell, James Branch, 1879-1958.	hathifiles_title
OL9201811W	The land of plenty	Robert Cantwell	1934	0	3	1	mdp.39015011694646|uc1.b3687486|coo.31924080031259	The land of plenty / by Robert Cantwell.	Cantwell, Robert, 1908-1978.	hathifiles_title
OL20548824W	Lucy Gayheart / My Mortal Enemy	Willa Cather	1938	0	3	0	mdp.39015005083426|mdp.39015019073975|mdp.39015013122042	Lucy Gayheart.	Cather, Willa, 1873-1947.	hathifiles_title
OL12824W	My mortal enemy	Willa Cather	1926	0	4	4	miun.acr6106.0001.001|mdp.39015005083418|mdp.39015062086999	My mortal enemy / [by] Willa Cather.	Cather, Willa, 1873-1947.	hathifiles_title
OL76455W	The ballad of the white horse	Chesterton, G. K.	1911	0	6	4	mdp.39015025343644|mdp.39015065994025|uc1.31822022584627	The ballad of the white horse / by G. K. Chesterton.	Chesterton, G. K. 1874-1936.	hathifiles_title
OL12324591W	South of the sunset	Claire (Warner) Churchill	1936	0	3	3	uva.x002150559|uc1.$b725542|mdp.39015019347882	South of the sunset; an interpretation of Sacajawea, the Ind	Churchill, Claire Warner, 1898-1956.	hathifiles_title
OL472328W	Towards Zero	Agatha Christie	1944	0	2	0	miun.acs0176.0001.001|mdp.39015054188811	Towards zero.	Christie, Agatha, 1890-1976.	hathifiles_title
OL44805183W	Towards zero	Agatha Christie	1947	0	2	0	miun.acs0176.0001.001|mdp.39015054188811	Towards zero.	Christie, Agatha, 1890-1976.	hathifiles_title
OL53970W	1601	Mark Twain	1880	0	2	2	mdp.39015000580111|ucbk.ark:/28722/h2b56ds7w	1601; or, Conversation as it was at the fireside in the time	Twain, Mark, 1835-1910.	hathifiles_title
OL3389025W	The house of souls	Arthur Machen	1906	0	6	6	mdp.39015009193718|osu.32435000700567|hvd.32044011413952	The house of souls / by Arthur Machen.	Machen, Arthur, 1863-1947.	hathifiles_title
OL186470W	To the victors the spoils	Colin MacInnes	1950	0	1	0	mdp.39015016437496	To the victors the spoils.	MacInnes, Colin.	hathifiles_title
OL25132092W	Note in Music	Rosamond Lehmann	1930	0	1	1	mdp.39015000634918	A note in music / by Rosamond Lehmann.	Lehmann, Rosamond, 1901-1990.	hathifiles_title
OL144785W	The House of Pride	Jack London	1916	0	6	6	uc2.ark:/13960/fk9z02zs4t|hvd.hwkn9f|hvd.hx2ymz	The house of pride : and other tales of Hawaii / by Jack Lon	London, Jack, 1876-1916.	hathifiles_title
OL13369155W	Our own kind	Edward McSorley	1946	0	2	0	uc1.$b103924|mdp.39015014517091	Our own kind / Edward McSorley.	McSorley, Edward, 1902-1966.	hathifiles_title
OL17943357W	Two solitudes	Hugh MacLennan	1945	0	1	0	mdp.39015064833190	Two solitudes / by Hugh MacLennan.	MacLennan, Hugh, 1907-1990.	hathifiles_title
OL42469170W	The garden party	Mansfield, Katherine	1927	0	8	7	uc2.ark:/13960/t55d8t799|nyp.33433043644818|mdp.39015035338717	The garden party.	Mansfield, Katherine, 1888-1923.	hathifiles_title
OL788058W	The Garden Party and other stories	Mansfield, Katherine	1922	0	3	3	mdp.39015066054001|mdp.39015066031066|coo.31924013653906	The garden party, and other stories / By Katherine Mansfield	Mansfield, Katherine, 1888-1923.	hathifiles_title
OL42469341W	In a German pension	Mansfield, Katherine	1926	0	3	2	mdp.39015000539059|mdp.39015018887631|uc1.b3866095	In a German pension / by Katherine Mansfield.	Mansfield, Katherine, 1888-1923.	hathifiles_title
OL7650189W	The Champlain road	Franklin Davey McDowell	1939	0	2	1	mdp.39015030760618|uc1.$b56999	The Champlain Road / by Franklin Davey McDowell.	McDowell, Franklin Davey.	hathifiles_title
OL8215591W	Crazy Weather	Charles L. McNichols	1944	0	2	0	uc1.$b57022|mdp.39015030704400	Crazy weather / Charles L. McNichols.	McNichols, Charles Longstreth, 1895-	hathifiles_title
OL44517573W	Wee Willie Winkie	Kipling, Rudyard	1900	0	8	7	nyp.33433082546817|mdp.39015031242855|uc2.ark:/13960/t6sx6625z	Wee Willie Winkie; The city of dreadful night; American note	Kipling, Rudyard, 1865-1936.	hathifiles_title
OL5201455W	The Clinton twins and other stories	Marshall, Archibald	1923	0	1	1	mdp.39015005686608	The Clinton twins and other stories / by Archibald Marshall.	Marshall, Archibald, 1866-1934.	hathifiles_title
OL10535806W	They die with their boots clean	Gerald Kersh	1941	0	1	0	mdp.39015038914845	They die with their boots clean / [by] Gerald Kersh.	Kersh, Gerald, 1911-1968.	hathifiles_title
OL31604829W	Wickford Point	John P. Marquand	1939	0	4	3	uc1.$b102224|mdp.39015011560235|mdp.39015028732702	Wickford Point / by John P. Marquand.	Marquand, John P. 1893-1960.	hathifiles_title
OL42993858W	Saigon singer	F. van Wyck Mason	1948	0	1	0	mdp.39015031292876	Saigon singer / by Van Wyck Mason.	Mason, F. van Wyck 1901-1978.	hathifiles_title
OL38693754W	Cakes and ale	W. Somerset Maugham	1936	0	5	0	mdp.39015010433509|mdp.39015005735421|mdp.39015005359198	Cakes and ale: or, The skeleton in the cupboard / [by] W. So	Maugham, W. Somerset 1874-1965.	hathifiles_title
OL36038447W	Shadow and the Peak	Richard. [from old catalog] Mason	1949	0	2	0	mdp.39015030705811|uc1.$b98398	The shadow and the peak.	Mason, Richard Lakin, 1919-	hathifiles_title
OL2001256W	The shadow and the peak	Richard Mason	1949	0	2	0	mdp.39015030705811|uc1.$b98398	The shadow and the peak.	Mason, Richard Lakin, 1919-	hathifiles_title
OL20546507W	Creatures of circumstance	W. Somerset Maugham	1950	0	2	0	mdp.39015030706454|uc1.$b243476	Creatures of circumstance.	Maugham, W. Somerset 1874-1965.	hathifiles_title
OL1161529W	Mrs. Miniver	Jan Struther	1939	0	3	0	mdp.39015024653712|mdp.39015028547191|uc1.$b243521	Mrs. Miniver / by Jan Struther [pseudonym]	Struther, Jan, 1901-1953.	hathifiles_title
OL24303045W	Time will darken it	William Maxwell	1948	0	2	0	uc1.$b798569|mdp.39015005345619	Time will darken it.	Maxwell, William, 1908-2000.	hathifiles_title
OL32053968W	Then and now	W. Somerset Maugham	1946	0	5	1	uc1.b4422195|mdp.39015008632179|mdp.39015049234944	Then and now : a novel / [by] W. Somerset Maugham.	Maugham, W. Somerset 1874-1965.	hathifiles_title
OL44214793W	The trembling of a leaf	W. Somerset Maugham	1921	0	11	8	uc2.ark:/13960/t06w9dv3n|hvd.32044050960715|nyp.33433074892740	The trembling of a leaf; little stories of the South Sea isl	Maugham, W. Somerset 1874-1965.	hathifiles_title
OL102746W	Billy Budd	Herman Melville	1900	0	3	1	mdp.39015002272816|uc1.32106017516540|uiug.30112003257810	Billy Budd / ed. by F. Barron Freeman.	Melville, Herman, 1819-1891.	hathifiles_title
OL5102213W	Mr. Moto is so sorry	John P. Marquand	1938	0	1	0	uc1.$b242669	Mr. Moto is so sorry / John P. Marquand.	Marquand, John P. 1893-1960.	hathifiles_title
OL5102187W	No hero	John P. Marquand	1935	0	2	0	uc1.$b242668|mdp.39015038069319	No hero / John P. Marquand.	Marquand, John P. 1893-1960.	hathifiles_title
OL17858942W	Diana of the Crossways	George Meredith	1910	0	16	15	hvd.hwkqqc|hvd.hwkqqb|mdp.39015013427656	Diana of the crossways : a novel / by George Meredith.	Meredith, George, 1828-1909	hathifiles_title
OL17792944W	Diana of the crossways	Meredith, George	1919	0	6	5	miun.acs4939.0001.001|mdp.39015046789809|umn.31951002096700l	Diana of the crossways, : a novel, / by George Meredith.	Meredith, George, 1828-1909.	hathifiles_title
OL2460939W	Blue city	Ross MacDonald	1947	0	1	0	mdp.39015008955463	Blue city.	Macdonald, Ross, 1915-1983.	hathifiles_title
OL42468585W	Moby Dick	Herman Melville	1921	0	24	16	mdp.39015046801760|mdp.39015066055651|mdp.39015033363972	Moby-Dick; or, The whale / Edited by Luther S. Mansfield and	Melville, Herman, 1819-1891.	hathifiles_title
OL44047506W	Moby-Dick; or, The whale	Herman Melville	1922	0	24	16	mdp.39015046801760|mdp.39015066055651|mdp.39015033363972	Moby-Dick; or, The whale / Edited by Luther S. Mansfield and	Melville, Herman, 1819-1891.	hathifiles_title
OL19768747W	The three roads	Macdonald, Ross	1948	0	1	0	mdp.39015050607863	The three roads.	Macdonald, Ross, 1915-1983.	hathifiles_title
OL18372411W	Right off the map; a novel	C. E. Montague	1927	0	2	2	uc1.$b103194|mdp.39015005898799	Right off the map; a novel by C. E. Montague.	Montague, C. E. 1867-1928.	hathifiles_title
OL460789W	Death of a Peer	Marsh, Ngaio	1940	0	1	0	mdp.39015002602921	Death of a peer / [by] Ngaio Marsh.	Marsh, Ngaio, 1895-1982.	hathifiles_title
OL460810W	Died in the Wool	Marsh, Ngaio	1945	0	1	0	mdp.39015008197082	Died in the wool / [by] Ngaio Marsh.	Marsh, Ngaio, 1895-1982.	hathifiles_title
OL174398W	The sound of chariots	Helen Topping Miller	1947	0	1	0	mdp.39015014862901	The sound of chariots.	Miller, Helen Topping, 1884-1960.	hathifiles_title
OL405072W	Hospital	Rhoda Truax	1932	0	15	0	mdp.39015007312658|mdp.39015007312666|uc1.b3066233	Hospital.		hathifiles_title
OL20352352W	The Short Story	Kenneth Payson Kempton	1947	0	8	0	mdp.39015016458591|mdp.39015016458609|uc1.b3335531	Short story.		hathifiles_title
OL7882422W	The short-story	Albright, Evelyn May	1908	0	4	0	mdp.39015016458591|mdp.39015016458609|uc1.b3335531	Short story.		hathifiles_title
OL43560523W	The short-story	Evelyn May Albright	1928	0	4	0	mdp.39015016458591|mdp.39015016458609|uc1.b3335531	Short story.		hathifiles_title
OL7644765W	The short-story	Lester Collins Farris	1940	0	4	0	mdp.39015016458591|mdp.39015016458609|uc1.b3335531	Short story.		hathifiles_title
OL15348363W	The Strand Magazine	various.	1891	0	337	291	uc1.b2892361|uc1.b2892362|uc1.b2892363	The Strand Magazine.		hathifiles_title
OL15435245W	The Strand Magazine	various.	1894	0	337	291	uc1.b2892361|uc1.b2892362|uc1.b2892363	The Strand Magazine.		hathifiles_title
OL15435336W	The Strand Magazine	various.	1895	0	337	291	uc1.b2892361|uc1.b2892362|uc1.b2892363	The Strand Magazine.		hathifiles_title
OL15435251W	The Strand Magazine	various.	1894	0	337	291	uc1.b2892361|uc1.b2892362|uc1.b2892363	The Strand Magazine.		hathifiles_title
OL15435333W	The Strand Magazine	various.	1895	0	337	291	uc1.b2892361|uc1.b2892362|uc1.b2892363	The Strand Magazine.		hathifiles_title
OL17949479W	The forest and the fort	Hervey Allen	1943	0	2	0	uc1.b3569325|mdp.39015005685535	The forest and the fort.	Allen, Hervey, 1889-1949.	hathifiles_title
OL10433928W	The invasion from Mars	Hadley Cantril	1940	0	2	0	umn.319510009130635|uc1.$b619053	The invasion from Mars; a study in the psychology of panic; 	Cantril, Hadley, 1906-1969.	hathifiles_title
OL42950760W	He brings great news	Clemence Dane	1944	0	1	0	mdp.39015012198621	He brings great news / a novel by Clemence Dane [pseudonym].	Dane, Clemence.	hathifiles_title
OL18521604W	The inside of the cup	Winston Churchill	1913	0	4	4	umn.319510021848179|mdp.39015025352082|uiug.30112002602867	The inside of the cup,	Churchill, Winston, 1871-1947.	hathifiles_title
OL54031W	A Connecticut Yankee in King Arthur's Court	Mark Twain	1889	0	17	15	mdp.39015019144156|miun.acv7680.0001.001|mdp.39015066052682	A Connecticut Yankee in King Arthur's court / by Mark Twain 	Twain, Mark, 1835-1910.	hathifiles_title
OL41922958W	A dog's tale	Mark Twain	1904	0	4	4	nyp.33433111605741|mdp.39015031222527|coo1.ark:/13960/t1kh14z03	A dog's tale / by Mark Twain ; illustrated by W.T. Smedley.	Twain, Mark, 1835-1910.	hathifiles_title
OL24974556W	Personal recollections of Joan of Arc	Mark Twain	1924	0	2	2	mdp.39015066054472|mdp.39015065432596	Personal recollections of Joan of Arc / By the Sieur Louis d	Twain, Mark, 1835-1910.	hathifiles_title
