target_name	qid	wikidata_label	label_en	label_mul	description_en	description_mul	matched_name	matched_source	aliases_en	aliases_mul	P106_occupation_qids	P569_birth	P570_death	P742_pseudonym	P1477_birth_name	enwiki_title	jawiki_title	source_snapshot
Miral al-Tahawy	Q6872644	Miral al-Tahawy	Miral al-Tahawy		Egyptian novelist and short story writer		Miral al-Tahawy	label_en			Q36180|Q6625963|Q17167049	+1968-00-00T00:00:00Z				Miral al-Tahawy		2026-08-05
Nancy Bush	Q6963057	Nancy Walker Bush	Nancy Walker Bush	Nancy Walker Bush Ellis	Sister of George H W Bush		Nancy Bush	alias_en	Nancy Bush | Nancy Walker Bush Ellis		Q3578589|Q11499147	+1926-02-04T00:00:00Z	+2021-01-10T00:00:00Z			Nancy Walker Bush Ellis	ナンシー・ウォーカー・ブッシュ・エリス	2026-08-05
Norman Lewis	Q7052492	Norman Lewis	Norman Lewis		English footballer (1908-1972)		Norman Lewis	label_en	Arthur Norman Lewis		Q937857	+1908-06-13T00:00:00Z	+1972-00-00T00:00:00Z			Norman Lewis (footballer)		2026-08-05
Stephen Mark Rainey	Q7609900	Stephen Mark Rainey	Stephen Mark Rainey	Stephen Mark Rainey	American writer		Stephen Mark Rainey	label_en			Q6625963|Q36180|Q1607826	+1959-01-01T00:00:00Z						2026-08-05
Daniel Silva	Q10264002	Daniel Silva	Daniel Silva		Portuguese bicycle racer		Daniel Silva	label_en	Daniel Eduardo Silva | Daniel Eduardo Moreira Silva		Q2309784	+1985-06-08T00:00:00Z			Daniel Eduardo Moreira Silva	Daniel Eduardo Silva		2026-08-05
John Gray	Q12792590	John Russell Gray	John Russell Gray	John Russell Gray	New Zealand general (1900-1942)		John Gray	alias_en	John Gray		Q47064	+1900-08-07T00:00:00Z	+1942-07-05T00:00:00Z					2026-08-05
Frances Watts	Q15436204	Frances Watts	Frances Watts	Frances Watts	Australian writer		Frances Watts	label_en	Ali Lavau		Q36180|Q4853732|Q462390|Q62083492	+1970-00-00T00:00:00Z				Frances Watts		2026-08-05
Harrison R. Steeves	Q15437739	Harrison Ross Steeves		Harrison Ross Steeves	American university professor		Harrison R. Steeves	alias_mul		Harrison R. Steeves	Q1622272|Q16308156	+1881-04-08T00:00:00Z	+1981-08-01T00:00:00Z					2026-08-05
Harold Fielding	Q15989979	Harold Fielding	Harold Fielding		British Archdeacon		Harold Fielding	label_en	Harold Ormandy Fielding		Q193364	+1912-11-13T00:00:00Z	+1987-08-30T00:00:00Z			Harold Fielding (priest)		2026-08-05
Helen Taylor	Q15995890	Buda Godman	Buda Godman		American criminal		Helen Taylor	alias_en	Helen Julia Godman | Helen Daniels | Alice Williams | Helen Smith | Helen Strong | Helen Taylor | Louise French | Mrs. Stoneham		Q33999|Q2159907|Q10591707|Q177220	+1888-12-04T00:00:00Z	+1944-01-01T00:00:00Z			Buda Godman		2026-08-05
John Sherwood	Q16025232	John Sherwood	John Sherwood	John Sherwood	American film director		John Sherwood	label_en			Q2526255	+1903-01-01T00:00:00Z	+1959-03-19T00:00:00Z					2026-08-05
Margaret McLean	Q16031588	Margaret McLean	Margaret McLean		Australian suffragist		Margaret McLean	label_en			Q322170|Q27532437	+1845-04-07T00:00:00Z	+1923-02-14T00:00:00Z			Margaret McLean		2026-08-05
Michael Scott	Q16187301	Michael Scott	Michael Scott		Australian sports administrator, born 1956		Michael Scott	label_en			Q15986539|Q1162163	+1956-02-09T00:00:00Z				Michael Scott (sports administrator)		2026-08-05
Jonathan Black	Q16934920	Jonathan Black	Jonathan Black		British writer		Jonathan Black	label_en	Mark Booth		Q36180|Q2516866	+1955-00-00T00:00:00Z		Jonathan Black		Jonathan Black		2026-08-05
Helen Taylor	Q18576294	Helen Taylor	Helen Taylor		English writer of books for children		Helen Taylor	label_en			Q4853732|Q36180	+1818-01-17T00:00:00Z	+1885-01-17T00:00:00Z			Helen Taylor (writer)		2026-08-05
David Thomas	Q19325401	David Thomas	David Thomas		Thomas, David (1880–1967), educationist and socialist		David Thomas	label_en	David Murray Thomas		Q1231865|Q36180|Q37226|Q11499147	+1880-01-01T00:00:00Z|+1880-07-16T00:00:00Z	+1967-01-01T00:00:00Z|+1967-06-27T00:00:00Z			David Thomas (educationalist)		2026-08-05
James      Conway	Q19370676	James Conway	James Conway		educator (1848-1926)		James Conway	label_en			Q974144	+1848-01-01T00:00:00Z	+1926-01-01T00:00:00Z					2026-08-05
David Thomas	Q20821111	David Thomas	David Thomas		Welsh poet (d.1735)		David Thomas	label_en			Q49757		+1735-01-01T00:00:00Z					2026-08-05
J.A. Johnstone	Q21456370	James Alexander Johnstone	James Alexander Johnstone		New Zealand artist (1893–1977)		J. A. Johnstone	alias_en	James Johnstone | J. A. Johnstone | JA Johnstone		Q1028181|Q483501|Q37226|Q5322166	+1893-01-01T00:00:00Z	+1977-01-01T00:00:00Z					2026-08-05
Michael Scott	Q21459071	Michael Scott	Michael Scott		British painter		Michael Scott	label_en			Q1028181	+1946-01-01T00:00:00Z						2026-08-05
Unknown	Q21461176	Bronwen Roberts	Bronwen Roberts				Unknown	alias_en	Unknown		Q1028181	+1917-01-01T00:00:00Z						2026-08-05
David Thomas	Q21610616	David Thomas	David Thomas		botanist (1776-1859)		David Thomas	label_en	D.Thomas		Q2374149	+1776-01-01T00:00:00Z	+1859-01-01T00:00:00Z					2026-08-05
Anthony Roberts	Q26262456	Anthony Roberts, 3rd Baron Clwyd	Anthony Roberts, 3rd Baron Clwyd		peer (1935-2006)		Anthony Roberts	alias_en	John Roberts | Anthony Roberts | John Anthony Roberts | John Anthony Roberts, 3rd Baron Clwyd		Q82955	+1935-01-02T00:00:00Z	+2006-10-10T00:00:00Z			John Anthony Roberts		2026-08-05
Sue Miller	Q26720944	Sue Miller	Sue Miller		American fashion model and breast cancer activist		Sue Miller	label_en	Natalie Sue Miller		Q36180|Q3357567	+1934-00-00T00:00:00Z|+1934-03-07T00:00:00Z	+2017-05-29T00:00:00Z			Sue Miller (cancer activist)		2026-08-05
John  Blackburn	Q28534261	John Blackburn	John Blackburn		cartoonist (1939-2006)		John Blackburn	label_en			Q1114448|Q715301|Q644687	+1939-09-10T00:00:00Z	+2006-04-07T00:00:00Z			John Blackburn (cartoonist)		2026-08-05
Catherine Mann	Q29570764	Catherine L. Mann		Catherine L. Mann	American economist		Catherine Mann	alias_en	Catherine Mann | Catherine Louise Mann	Catherine Mann | Catherine Louise Mann	Q188094	+1950-00-00T00:00:00Z				Catherine L. Mann		2026-08-05
John Gray	Q36815640	John Rodger Gray	John Rodger Gray		Scottish minister and Moderator of the General Assembly of the Church of Scotland		John Gray	alias_en	John Gray			+1913-00-00T00:00:00Z	+1984-00-00T00:00:00Z			John R. Gray (minister)		2026-08-05
Elle Van Lieshout	Q39377628	Elle van Lieshout	Elle van Lieshout		Dutch writer		Elle van Lieshout	label_en			Q36180|Q333634|Q4853732	+1963-07-21T00:00:00Z						2026-08-05
Mary  Stewart	Q42656097	Mary Stewart, Countess of Traquair	Mary Stewart, Countess of Traquair		(d 1759) Countess of Traquair wife of Charles 4th Earl		Mary Stewart	alias_en	Mary Stewart | Mary Maxwell				+1759-00-00T00:00:00Z|+1759-09-22T00:00:00Z					2026-08-05
Miryam	Q42908472	Miryam	Miryam		singer		Miryam	label_en			Q177220	+1983-12-23T00:00:00Z						2026-08-05
Helen Taylor	Q43395652	Helen Tailzour	Helen Tailzour		accused of witchcraft		Helen Taylor	alias_en	Helen Taylor									2026-08-05
John Gray	Q43911606	John Gray	John Gray		person associated with the witch trials in Scotland		John Gray	label_en			Q65924833							2026-08-05
Michael Scott	Q43914451	Michael Scott	Michael Scott		One of the people associated with the witch trials in Scotland		Michael Scott	label_en										2026-08-05
Anita Hughes	Q44739801	Anita Hughes	Anita Hughes		American writer		Anita Hughes	label_en			Q36180	+1963-01-01T00:00:00Z						2026-08-05
Alexis  Hall	Q50054470	Alexis K Hall	Alexis K Hall		researcher		Alexis Hall	alias_en	Alexis Hall		Q1650915							2026-08-05
Elizabeth Coatsworth	Q50641575	Elizabeth Coatsworth	Elizabeth Coatsworth	Elizabeth Coatsworth	British costume and textile historian, b, 1941		Elizabeth Coatsworth	label_en			Q36180|Q51095439|Q1622272|Q51095427	+1941-00-00T00:00:00Z|+1941-10-21T00:00:00Z						2026-08-05
Craig Johnson	Q51190169	Craig R. Johnson	Craig R. Johnson		researcher		Craig Johnson	alias_en	Craig Johnson		Q1650915							2026-08-05
Daniel Silva	Q55195645	Daniel Silva	Daniel Silva		researcher (ORCID 0000-0002-0422-7005)		Daniel Silva	label_en			Q1650915							2026-08-05
Carol Gino	Q55999821	Carol Gino	Carol Gino		American author		Carol Gino	label_en			Q6625963|Q36180|Q186360	+1941-01-01T00:00:00Z				Carol Gino		2026-08-05
Anthony Roberts	Q56085754	Tony Roberts	Tony Roberts	Tony Roberts	British artist (1950- )		Anthony Roberts	alias_en	Anthony Roberts		Q483501	+1950-01-01T00:00:00Z						2026-08-05
John Gray	Q56524925	John Gray	John Gray		Scottish lawyer, town clerk of Edinburgh (1731-1811)		John Gray	label_en	John Gray of Newholm		Q40348	+1731-08-16T00:00:00Z	+1811-02-15T00:00:00Z					2026-08-05
Elizabeth Gill	Q56612887	Elizabeth Gill	Elizabeth Gill		British artist		Elizabeth Gill	label_en	Betty Gill | Eliz. G.		Q483501							2026-08-05
Andrew  Matthews	Q56850225	Andrew H Matthews	Andrew H Matthews		researcher		Andrew Matthews	alias_en	Andrew Matthews		Q1650915							2026-08-05
Daniel Silva	Q56971985	Daniel Silva	Daniel Silva		researcher ORCID: 0000-0003-4311-6014		Daniel Silva	label_en			Q1650915							2026-08-05
Michael Talbot	Q57372206	Michael L Talbot	Michael L Talbot		researcher		Michael Talbot	alias_en	Michael Talbot		Q1650915							2026-08-05
Michael Scott	Q57554818	Michael Scott	Michael Scott		researcher ORCID ID = 0000-0002-7122-5544		Michael Scott	label_en			Q1650915							2026-08-05
James Fleming	Q57592468	James F Fleming	James F Fleming		researcher ORCID ID = 0000-0001-9987-3984		James Fleming	alias_en	James Fleming		Q1650915							2026-08-05
David Thomas	Q57897985	David Thomas	David Thomas		British diplomat (-1933). Head of South Western Europe Department, Foreign and Commonwealth Office 1974, Counsellor (Internal Affairs), Embassy, U.S.A. 1978-1981, Ambassador to Cuba 1981-1984, Assistant Under-Secretary for Foreign and Commonwealth Af		David Thomas	label_en			Q193391	+1933-00-00T00:00:00Z						2026-08-05
John Sherwood	Q59342244	John L. Sherwood	John L. Sherwood		American neuroscientist		John Sherwood	alias_en	John Sherwood | John L Sherwood		Q1650915|Q6337803							2026-08-05
Victor Boesen	Q59532467	Victor Boesen	Victor Boesen		born:1908|died:2006|; Boesen, Victor 1908-2006		Victor Boesen	label_en			Q36180	+1908-01-01T00:00:00Z	+2006-01-01T00:00:00Z					2026-08-05
Russell Scott	Q61820619	Russell L. Scott	Russell L. Scott		American research hydrologist		Russell Scott	alias_en	Russell Scott | Russell L Scott | R. L. Scott | R.L. Scott | R L Scott		Q1650915|Q3644587							2026-08-05
David Mitchell	Q64172378	David Mitchell	David Mitchell		film director, producer and screenwriter		David Mitchell	label_en			Q2526255|Q28389|Q3282637|Q7042855							2026-08-05
Michael Scott	Q65030632	Michael Scott	Michael Scott		cricketer (born 1933)		Michael Scott	label_en	Michael David Scott		Q12299841	+1933-11-14T00:00:00Z	+2015-11-30T00:00:00Z			Michael Scott (cricketer)		2026-08-05
Mary Reed	Q66699636	Mary Reed	Mary Reed		American suffragist		Mary Reed	label_en			Q27532437							2026-08-05
Charles Spencer	Q66821523	Charles Worthen Spencer	Charles Worthen Spencer		historian		Charles Spencer	alias_en	Charles W. Spencer | Charles Spencer		Q201788|Q1622272|Q182436	+1870-00-00T00:00:00Z	+1966-00-00T00:00:00Z					2026-08-05
David Lock	Q67218761	David Lock	David Lock		researcher		David Lock	label_en			Q1650915							2026-08-05
David Mitchell	Q72964346	David Mitchell	David Mitchell		historian, biographer, journalist (1924-)		David Mitchell	label_en	David J. Mitchell | David John Mitchell		Q201788|Q864380|Q1930187	+1924-01-01T00:00:00Z						2026-08-05
Mary  Stewart	Q75250557	Mary Caroline Fitzroy	Mary Caroline Fitzroy		(1823-1895)		Mary Stewart	alias_en	Mary Fitzroy | Mary Caroline Stewart | Mary Stewart			+1823-12-20T00:00:00Z	+1895-11-22T00:00:00Z					2026-08-05
Ellen Douglas	Q75268040	Lady Ellen Douglas	Lady Ellen Douglas		(died 1914)		Ellen Douglas	alias_en	Lady Ellen Susan Anne Douglas | Ellen Douglas | Ellen Susan Anne Douglas				+1914-01-22T00:00:00Z					2026-08-05
Unknown	Q75288932	Mary Altham	Mary Altham		Peerage person ID=40813		Unknown	alias_en	Unknown									2026-08-05
Michael Scott	Q75292683	Michael Scott	Michael Scott		(1937-1981)		Michael Scott	label_en	Michael Richard Scott			+1937-08-20T00:00:00Z	+1981-01-01T00:00:00Z					2026-08-05
Charles Spencer	Q75389305	Charles Frederic Octavius Spencer	Charles Frederic Octavius Spencer		(1824-1895)		Charles Spencer	alias_en	Rev. Hon. Charles Frederic Octavius Spencer | Hon. Charles Frederic Octavius Spencer | Hon. Charles Spencer | Charles Spencer | Rev. Hon. Charles Frederick Octavius Spencer | Hon. Charles Frederick Octavius Spencer | Charles Frederick Octavius Spencer			+1824-09-09T00:00:00Z	+1895-08-12T00:00:00Z					2026-08-05
Unknown	Q75393450	Unknown	Unknown		1093 - uncertain 1130		Unknown	label_en					+1130-00-00T00:00:00Z					2026-08-05
Unknown	Q75456612	unknown (?)	unknown (?)		Peerage person ID=153678		unknown (?)	label_en				+1572-00-00T00:00:00Z						2026-08-05
Unknown	Q75456616	unknown (?)	unknown (?)		Peerage person ID=153680		unknown (?)	label_en										2026-08-05
Unknown	Q75475740	unknown (?)	unknown (?)		Peerage person ID=165207		unknown (?)	label_en										2026-08-05
Unknown	Q75476144	unknown (?)	unknown (?)		Peerage person ID=165435		unknown (?)	label_en										2026-08-05
Unknown	Q75481548	unknown (?)	unknown (?)		Peerage person ID=168402		unknown (?)	label_en										2026-08-05
John Gray	Q75533570	John Maurice Gray	John Maurice Gray		Peerage person ID=199138		John Gray	alias_en	John Gray									2026-08-05
James Fleming	Q75568411	James Fleming	James Fleming		Peerage person ID=217497		James Fleming	label_en										2026-08-05
William Wordsworth	Q75599790	William Wordsworth	William Wordsworth		poet and scholar (1835-1917)		William Wordsworth	label_en			Q49757|Q20826540|Q37226	+1835-00-00T00:00:00Z	+1917-03-07T00:00:00Z					2026-08-05
Catherine Mann	Q75624136	Catherine Mann	Catherine Mann		(1742-1811)		Catherine Mann	label_en	Catharine Mann			+1742-08-13T00:00:00Z	+1811-04-17T00:00:00Z					2026-08-05
James Fleming	Q75715414	James Fleming	James Fleming		Peerage person ID=299497		James Fleming	label_en										2026-08-05
David Thomas	Q75811129	David Nigel Mitchell Thomas	David Nigel Mitchell Thomas		(1950-2002)		David Thomas	alias_en	Hon. David Nigel Mitchell Thomas | Hon. David Thomas | David Thomas		Q635734	+1950-00-00T00:00:00Z	+2002-00-00T00:00:00Z					2026-08-05
David Thomas	Q75875723	David Thomas	David Thomas		Peerage person ID=373140		David Thomas	label_en										2026-08-05
Mary  Stewart	Q75888896	Mary Stewart	Mary Stewart		Peerage person ID=382812		Mary Stewart	label_en				+1662-00-00T00:00:00Z	+1737-00-00T00:00:00Z					2026-08-05
Helen Taylor	Q75892769	Helen Fagan	Helen Fagan		Peerage person ID=385639		Helen Taylor	alias_en	Helen Taylor									2026-08-05
John Rutherford	Q75933573	John Rutherford	John Rutherford		Peerage person ID=412169		John Rutherford	label_en	Hon. John Rutherford									2026-08-05
James White	Q75977890	James White	James White		(1670-1740)		James White	label_en				+1670-01-01T00:00:00Z	+1740-01-01T00:00:00Z					2026-08-05
Tom Weston	Q75980088	Tom Weston	Tom Weston		Peerage person ID=445573		Tom Weston	label_en										2026-08-05
John Gray	Q75998154	John Gray	John Gray		(died 1809)		John Gray	label_en					+1809-01-01T00:00:00Z					2026-08-05
Mary Oliver	Q76026741	Mary Hinds	Mary Hinds		Peerage person ID=477473		Mary Oliver	alias_en	Mary Oliver									2026-08-05
Unknown	Q76027973	unknown (?)	unknown (?)		Peerage person ID=478401		unknown (?)	label_en										2026-08-05
Wendy Jones	Q76078201	Wendy Jones	Wendy Jones		Peerage person ID=514904		Wendy Jones	label_en										2026-08-05
Mary  Stewart	Q76095951	Mary Stewart	Mary Stewart		Peerage person ID=527662		Mary Stewart	label_en										2026-08-05
Ann Barker	Q76107951	Ann Barker	Ann Barker		(born 1664)		Ann Barker	label_en				+1664-01-01T00:00:00Z						2026-08-05
Unknown	Q76157184	unknown (?)	unknown (?)		Peerage person ID=569735		unknown (?)	label_en										2026-08-05
Unknown	Q76186549	unknown (?)	unknown (?)		Peerage person ID=590119		unknown (?)	label_en										2026-08-05
Thomas Weldon	Q76211119	Thomas Weldon	Thomas Weldon		(1726-1788)		Thomas Weldon	label_en				+1726-01-03T00:00:00Z	+1788-11-09T00:00:00Z					2026-08-05
John Gray	Q76216791	John Gray	John Gray		Peerage person ID=611868		John Gray	label_en										2026-08-05
Mark Young	Q76222567	Mark Young	Mark Young		(1957-1987)		Mark Young	label_en				+1957-04-17T00:00:00Z	+1987-06-26T00:00:00Z					2026-08-05
Unknown	Q76273836	unknown (?)	unknown (?)		Peerage person ID=654726		unknown (?)	label_en										2026-08-05
Unknown	Q76298746	unknown (?)	unknown (?)		Peerage person ID=671731		unknown (?)	label_en										2026-08-05
James      Conway	Q76356119	James Conway	James Conway		Peerage person ID=709101		James Conway	label_en				+1613-00-00T00:00:00Z						2026-08-05
Graeme   Smith	Q76362704	Graeme Smith	Graeme Smith		Peerage person ID=712233		Graeme Smith	label_en										2026-08-05
David Thomas	Q76367088	David Thomas	David Thomas		Peerage person ID=714780		David Thomas	label_en				+1751-00-00T00:00:00Z						2026-08-05
David Thomas	Q76736623	David Thomas	David Thomas		Brexit Party candidate in the 2019 United Kingdom General Election		David Thomas	label_en			Q82955							2026-08-05
Paul     White	Q77333513	Paul White	Paul White		editor and translator from Chinese, translator of Gao Ming: The story of the lute		Paul White	label_en			Q1607826|Q333634							2026-08-05
Dan Jackson	Q87756521	Dan Jackson	Dan Jackson		researcher		Dan Jackson	label_en			Q1650915							2026-08-05
James Fleming	Q87942440	James N Fleming	James N Fleming		researcher		James Fleming	alias_en	James Fleming		Q1650915							2026-08-05
Barry England	Q91231414	Barry England	Barry England		Senior paramedic		Barry England	label_en			Q330204		+2020-04-17T00:00:00Z					2026-08-05
David Thomas	Q94362733	David Thomas	David Thomas				David Thomas	label_en				+1968-00-00T00:00:00Z						2026-08-05
Graeme   Smith	Q94701232	Graeme B. Smith	Graeme B. Smith		Australian entomologist		Graeme Smith	alias_en	Graeme Smith		Q3055126|Q1650915							2026-08-05
Elizabeth Gill	Q95210630	Elizabeth Gill	Elizabeth Gill				Elizabeth Gill	label_en			Q3455803	+1966-00-00T00:00:00Z						2026-08-05
Unknown	Q96074380	Unknown	Unknown				Unknown	label_en					+1960-01-01T00:00:00Z					2026-08-05
Unknown	Q96074409	Unknown	Unknown				Unknown	label_en					+1856-01-01T00:00:00Z					2026-08-05
Unknown	Q96078168	Unknown	Unknown				Unknown	label_en										2026-08-05
David  Dean	Q96637436	David Dean	David Dean		researcher (ORCID 0000-0001-5231-6427)		David Dean	label_en			Q1650915	+1967-01-01T00:00:00Z						2026-08-05
Charles  Rosenberg	Q97730454	Charles Rosenberg	Charles Rosenberg		English printmaker, active 1790-1820		Charles Rosenberg	label_en			Q11569986							2026-08-05
Richard Rodgers	Q98341234	Richard Rodgers	Richard Rodgers		Northern Irish election candidate		Richard Rodgers	label_en			Q82955							2026-08-05
Mark Young	Q98459606	Mark Young	Mark Young		researcher ORCID 0000-0001-8069-9840		Mark Young	label_en			Q1650915							2026-08-05
Paul     White	Q99593514	Paul White	Paul White		drummer		Paul White	label_en			Q639669							2026-08-05
Michael Scott	Q99703124	Mike Scott	Mike Scott		folk rock musician		Michael Scott	alias_en	Michael Scott		Q639669							2026-08-05
Carla Buchanan	Q100256367	Carla Buchanan	Carla Buchanan	Carla Buchanan	Australian swimmer		Carla Buchanan	label_en			Q10843402	+1995-07-31T00:00:00Z				Carla Buchanan		2026-08-05
Steve Cooper	Q100772446	Steve Cooper	Steve Cooper		college basketball player (1998–1998) Columbia		Steve Cooper	label_en			Q3665646							2026-08-05
Evan Maxwell	Q100880911	Evan Maxwell	Evan Maxwell		American basketball player (born 1995)		Evan Maxwell	label_en			Q3665646	+1995-05-12T00:00:00Z						2026-08-05
David Thomas	Q100934639	David Thomas	David Thomas		college basketball player (1997–1998) Michigan State		David Thomas	label_en			Q3665646							2026-08-05
Michael  Stewart	Q100986256	Michael Stewart	Michael Stewart		college basketball player (1992–1992) Northeastern Illinois		Michael Stewart	label_en			Q3665646							2026-08-05
James White	Q100986949	James White	James White		college basketball player (1992–1995) Harvard		James White	label_en			Q3665646							2026-08-05
Paul     White	Q100986970	Paul White	Paul White		college basketball player		Paul White	label_en			Q3665646							2026-08-05
Mark Young	Q100987600	Mark Young	Mark Young		American basketball player (born 1975)		Mark Young	label_en	Mark David Young		Q3665646	+1975-07-01T00:00:00Z						2026-08-05
David  Dean	Q102052203	David A Dean	David A Dean		researcher		David Dean	alias_en	David Dean		Q1650915							2026-08-05
Anthony Roberts	Q104177293	Anthony Roberts	Anthony Roberts		South African cricketer		Anthony Roberts	label_en			Q12299841	+1962-03-27T00:00:00Z				Anthony Roberts (cricketer)		2026-08-05
Andrew  Matthews	Q105496026	Andy Matthews		Andy Matthews	American politician		Andrew Matthews	alias_en	Andrew Matthews		Q82955	+1978-01-01T00:00:00Z				Andy Matthews		2026-08-05
Mary Oliver	Q106079742	Mary Oliver	Mary Oliver		composer		Mary Oliver	label_en			Q36834							2026-08-05
Ellen Lawrence	Q106397001	Ruth Owen	Ruth Owen	Ruth Owen	children's book author; has written under pseudonyms Dee Phillips and Ellen Lawrence		Ellen Lawrence	alias_en	Dee Phillips | Ellen Lawrence		Q4853732|Q36180|Q15980158	+1967-01-01T00:00:00Z		Dee Phillips | Ellen Lawrence				2026-08-05
J.D.   Smith	Q107445812	James D. Smith	James D. Smith		American Army general (1934-2016)		J. D. Smith	alias_en	James Donald Smith | James Smith | J. D. Smith		Q189290	+1934-12-26T00:00:00Z	+2016-03-18T00:00:00Z					2026-08-05
John  Blackburn	Q108464398	John Blackburn	John Blackburn	John Blackburn	British QC		John Blackburn	label_en			Q808967|Q105425483	+1945-11-13T00:00:00Z						2026-08-05
David Thomas	Q109440876	David Thomas	David Thomas		chess player		David Thomas	label_en			Q10873124	+2005-01-01T00:00:00Z						2026-08-05
James W. Marvin	Q110888598	James W. Marvin	James W. Marvin	James W. Marvin	plant scientist		James W. Marvin	label_en	James Wallace Marvin									2026-08-05
David Thomas	Q110979757	David Thomas	David Thomas	David Thomas	miller (1823-1914)		David Thomas	label_en			Q694116	+1823-00-00T00:00:00Z	+1914-00-00T00:00:00Z					2026-08-05
Amanda Stevens	Q112117088	Amanda Stevens	Amanda Stevens	Amanda Stevens	novelist (1900-)		Amanda Stevens	label_en			Q6625963	+1900-01-01T00:00:00Z						2026-08-05
Paul     White	Q112117831	Paul White	Paul White	Paul E. White	psychologist		Paul White	label_en	Paul E. White		Q212980|Q16849727	+1957-10-10T00:00:00Z						2026-08-05
Dave Jackson	Q112272417	David Jackson	David Jackson		plant genetic researcher		Dave Jackson	alias_en	David Peter Jackson | Dave Jackson		Q1650915							2026-08-05
Michael  Stewart	Q112381430	Michael Stewart	Michael Stewart				Michael Stewart	label_en			Q4773904	+1959-00-00T00:00:00Z						2026-08-05
Paul     White	Q112383477	Paul White	Paul White	Paul White			Paul White	label_en			Q201788	+1961-00-00T00:00:00Z						2026-08-05
Jonathan Black	Q112455701	Jonathan Black	Jonathan Black	Jonathan Black	1939-		Jonathan Black	label_en			Q121594	+1939-00-00T00:00:00Z						2026-08-05
David Mitchell	Q112509369	David Mitchell	David Mitchell	David Mitchell	University Educator; pulmonologist, allergist		David Mitchell	label_en			Q24017632|Q1622272|Q2837942	+1948-00-00T00:00:00Z		John McKenzie				2026-08-05
Christopher  Rice	Q112535001	Christopher Rice	Christopher Rice	Christopher Rice			Christopher Rice	label_en			Q36180	+1953-00-00T00:00:00Z						2026-08-05
James Fleming	Q113372045	James Fleming	James Fleming	James Fleming	Scottish cricketer and curler		James Fleming	label_en	James Millar Fleming		Q36180|Q12299841	+1901-09-05T00:00:00Z	+1962-09-04T00:00:00Z			James Fleming (cricketer)		2026-08-05
Craig Johnson	Q113953763	Craig Johnson	Craig Johnson	Craig Johnson	Canadian woodworker and furniture designer		Craig Johnson	label_en			Q15977971|Q11455387							2026-08-05
James White	Q114703169	James D. White	James D. White		researcher, ORCiD ID=0000-0002-1796-221X		James White	alias_en	James White | JD White | J.D. White | J. D. White		Q201788							2026-08-05
John Rutherford	Q114878388	John Rutherford	John Rutherford	John Rutherford	American businessperson and board member, director at Enterprise Products		John Rutherford	label_en	John R. Rutherford | John R Rutherford		Q43845							2026-08-05
Mary Oliver	Q115916720	Mary Oliver	Mary Oliver	Mary Oliver	English woman executed for witchcraft in Norwich, 1659		Mary Oliver	label_en			Q1616828		+1659-00-00T00:00:00Z					2026-08-05
Michael Scott	Q120616408	Michael Scott	Michael Scott	Michael Scott	writer and journalist (born 1946)		Michael Scott	label_en			Q36180|Q1930187|Q11313148	+1946-00-00T00:00:00Z						2026-08-05
David Mitchell	Q120640624	David L. Mitchell	David L. Mitchell	David L. Mitchell	researcher (ORCID 0000-0001-9154-7236)		David Mitchell	alias_en	David Mitchell | David L Mitchell | D. L. Mitchell | D.L. Mitchell | D L. Mitchell | D. Mitchell		Q1650915							2026-08-05
Dave Jackson	Q121301254	Dave Jackson	Dave Jackson	Dave Jackson	academic and researcher		Dave Jackson	label_en	Dave O. Jackson | Dave Oneil Jackson		Q1622272							2026-08-05
Dave Jackson	Q121566569	Dave Jackson	Dave Jackson	Dave Jackson	actor		Dave Jackson	label_en			Q33999							2026-08-05
Jenny Tyler	Q123003003	Jenny Tyler	Jenny Tyler	Jenny Tyler	editor and children's author		Jenny Tyler	label_en			Q1607826|Q36180							2026-08-05
Mark Davidson	Q124633544	Mark Davidson	Mark Davidson	Mark Davidson	photographer		Mark Davidson	label_en			Q33231							2026-08-05
David Thomas	Q124740710	David Thomas	David Thomas	David Thomas			David Thomas	label_en			Q40348|Q185351|Q2234405							2026-08-05
Unknown	Q125504176	Unknown	Unknown	Unknown	French artist		Unknown	label_en			Q1028181	+1700-00-00T00:00:00Z						2026-08-05
David Mitchell	Q125888242	David Mitchell	David Mitchell	David Mitchell	Canadian art teacher (1930-2016)		David Mitchell	label_en	David A Mitchell | David A. Mitchell | David Alexander Mitchell		Q15977927|Q1622272	+1930-00-00T00:00:00Z	+2016-02-01T00:00:00Z					2026-08-05
Michael Scott	Q126009572	Michael Scott	Michael Scott	Michael Scott	New Zealand rugby union player (born 1969)		Michael Scott	label_en			Q14089670	+1969-03-27T00:00:00Z				Michael Scott (rugby union, born 1969)		2026-08-05
David Thomas	Q126855785	David Thomas	David Thomas	David Thomas			David Thomas	label_en										2026-08-05
Robert Isenberg	Q130283393	Robert Isenberg	Robert Isenberg	Robert Isenberg	photographer		Robert Isenberg	label_en			Q11814411|Q33231|Q214917|Q36180|Q1930187							2026-08-05
Russell Scott	Q130526859	Russell Scott	Russell Scott	Russell Scott	film director		Russell Scott	label_en			Q2526255							2026-08-05
Anne Mather	Q131934560	Anne Mather	Anne Mather	Anne Mather			Anne Mather	label_en	Anne Watrous									2026-08-05
